player_id,level,attempt,completed,completionTime,deaths,retries
16ec27cc-397b-4a9a-b1f5-5df0e7779987,level_2,attempt_1,False,N/A,1,0
24dd6802-53a8-4e47-b722-a7d2d219ede2,level_2,attempt_1,False,N/A,1,0
2779a8df-b9fd-4585-b0e3-c6ad8559be27,level_2,attempt_1,False,N/A,3,0
2779a8df-b9fd-4585-b0e3-c6ad8559be27,level_2,attempt_2,False,N/A,1,1
27c178c0-308c-412a-8b5c-262b82e1b103,level_2,attempt_1,False,N/A,2,0
3d91da83-23b3-4f59-91df-0e5ccf6017e7,level_2,attempt_1,True,343.4412,1,0
3d91da83-23b3-4f59-91df-0e5ccf6017e7,level_2,attempt_2,True,108.5598,1,1
3d91da83-23b3-4f59-91df-0e5ccf6017e7,level_2,attempt_3,False,N/A,0,2 # No Data in Details
531abb1f-9a47-4105-997e-1ff6475f27ec,level_2,attempt_1,True,346.3179,4,0
56ae5e56-4a19-4969-90a6-ce03092eef52,level_2,attempt_1,False,N/A,2,0
56ae5e56-4a19-4969-90a6-ce03092eef52,level_2,attempt_2,False,N/A,0,1
570edf6b-d294-495b-923c-115928af4eaf,level_2,attempt_1,False,N/A,0,0
5a5d4aaf-adcf-49de-b834-5ddf89dcfb5e,level_2,attempt_1,True,203.543,1,0
5a632ae5-1ab8-4577-9569-8c286cbd13a9,level_2,attempt_1,True,1455.27,0,0
5a632ae5-1ab8-4577-9569-8c286cbd13a9,level_2,attempt_2,True,874.7769,0,1
5e40f276-67e1-48df-ab39-bbc80352477d,level_2,attempt_1,False,N/A,0,0
6165d65d-d3ff-4790-935b-7060902f46f1,level_2,attempt_1,False,N/A,1,0
6df57efa-47cd-4037-b511-96a5a5e9cb37,level_2,attempt_1,False,N/A,0,0
79729acc-c119-43b3-833d-ba406b9d20ef,level_2,attempt_1,False,N/A,5,0
79729acc-c119-43b3-833d-ba406b9d20ef,level_2,attempt_2,False,N/A,4,1
7c6ecf02-53bb-4f5d-b69a-32a96e85f926,level_2,attempt_1,True,975.728,3,0
7c6ecf02-53bb-4f5d-b69a-32a96e85f926,level_2,attempt_2,True,98.3133,0,1
7c6ecf02-53bb-4f5d-b69a-32a96e85f926,level_2,attempt_3,True,74.36366,0,2
81a14e3b-6ad8-41ce-990e-5d0f15f3de1e,level_2,attempt_1,False,N/A,3,0
a4f8d054-1e3a-4f89-9596-412f8849c12b,level_2,attempt_1,False,N/A,2,0
a787ea31-86d4-4ff8-8466-5f547650f272,level_2,attempt_1,False,N/A,0,0
a787ea31-86d4-4ff8-8466-5f547650f272,level_2,attempt_2,False,N/A,0,1
aaaa92e3-d89e-4973-a355-74a458280efb,level_2,attempt_1,False,N/A,3,0
abdcf295-6fd5-422b-b7c1-8cbef9af36b7,level_2,attempt_1,False,N/A,3,0
b3bb2426-e360-45ad-8ebb-0a9d7107804c,level_2,attempt_1,True,68.10829,2,0
b3bb2426-e360-45ad-8ebb-0a9d7107804c,level_2,attempt_2,False,N/A,0,1
b8ddcabf-2d89-4644-9308-1d61bfd01e31,level_2,attempt_1,False,N/A,6,0
c7b1838e-3b3a-4b4d-9b47-b04687646fb0,level_2,attempt_1,True,333.8188,5,0
c7b1838e-3b3a-4b4d-9b47-b04687646fb0,level_2,attempt_2,False,N/A,0,1
c7b1838e-3b3a-4b4d-9b47-b04687646fb0,level_2,attempt_3,False,N/A,0,2 # No Data in Details
c7b1838e-3b3a-4b4d-9b47-b04687646fb0,level_2,attempt_4,False,N/A,2,3
ce4cffce-9ec9-478c-bfca-83be6b518104,level_2,attempt_1,False,N/A,0,0
ce4e7363-186a-4f0e-9244-cbee937149b6,level_2,attempt_1,False,N/A,4,0
d3f85456-3c28-4637-a73c-c4681fdfef8c,level_2,attempt_1,False,N/A,1,0
d3f85456-3c28-4637-a73c-c4681fdfef8c,level_2,attempt_2,False,N/A,1,1
d3f85456-3c28-4637-a73c-c4681fdfef8c,level_2,attempt_3,False,N/A,0,2
db07761c-7837-47fe-8eaa-cddb7cdcfa9b,level_2,attempt_1,False,N/A,2,0
db07761c-7837-47fe-8eaa-cddb7cdcfa9b,level_2,attempt_2,False,N/A,3,1
dc75ec5e-1d44-4d37-b758-6b9b7581416b,level_2,attempt_1,True,65.89642,0,0
e125cdba-186a-4499-823c-d132999609a0,level_2,attempt_1,False,N/A,0,0
e13eae2a-9e72-4752-bfe8-8fced2258790,level_2,attempt_1,True,110.9141,6,0
e242a01d-5a5e-4eea-a4d0-52b2d657b945,level_2,attempt_1,False,N/A,4,0
e6287e92-d81d-4bfc-9f11-69664e678a36,level_2,attempt_1,False,N/A,8,0
f2a5b517-3f30-4ee5-a14d-f6d9f00b0749,level_2,attempt_1,True,1251.398,8,0
