player_id,level,attempt,completed,completionTime,deaths,retries
03261705-6b8d-462b-adf6-2eae44157115,level_0,attempt_1,False,N/A,0,0
0b5dd22c-101a-4742-aa36-dba8d4744463,level_0,attempt_1,False,N/A,1,0
0b5dd22c-101a-4742-aa36-dba8d4744463,level_0,attempt_2,True,27.9558,0,1
0e0cc751-482d-4291-90c6-bb27e777ae49,level_0,attempt_1,False,N/A,0,0
0ebfc57b-d243-4ea7-8cf9-3bab9ccffb2a,level_0,attempt_1,False,N/A,1,0
0ebfc57b-d243-4ea7-8cf9-3bab9ccffb2a,level_0,attempt_2,True,45.16225,0,1
10364c51-503e-4b3b-b086-726f200c615d,level_0,attempt_1,False,N/A,0,0
1df59965-14f7-4b83-9768-1f1ff51f7bd9,level_0,attempt_1,False,N/A,0,0
1df59965-14f7-4b83-9768-1f1ff51f7bd9,level_0,attempt_2,False,N/A,1,1
1df59965-14f7-4b83-9768-1f1ff51f7bd9,level_0,attempt_3,False,N/A,1,2
1f3561e4-3b78-4a5d-9cc0-faf0a327355d,level_0,attempt_1,False,N/A,1,0
1f3561e4-3b78-4a5d-9cc0-faf0a327355d,level_0,attempt_2,False,N/A,0,1
24dd6802-53a8-4e47-b722-a7d2d219ede2,level_0,attempt_1,False,N/A,1,0
2779a8df-b9fd-4585-b0e3-c6ad8559be27,level_0,attempt_1,False,N/A,0,0
2779a8df-b9fd-4585-b0e3-c6ad8559be27,level_0,attempt_2,True,84.90958,0,1
33be3228-ead9-47b5-b201-df22c343975b,level_0,attempt_1,True,60.63606,0,0
3611a890-02ce-43b5-b5e9-7018b19d3d78,level_0,attempt_1,False,N/A,2,0
3d91da83-23b3-4f59-91df-0e5ccf6017e7,level_0,attempt_1,True,126.3054,0,0
3e18f8f4-b654-4327-b729-5ae4b0c91edd,level_0,attempt_1,False,N/A,1,0
42452701-737e-4881-ba8a-236ccb0c6378,level_0,attempt_1,False,N/A,2,0
531abb1f-9a47-4105-997e-1ff6475f27ec,level_0,attempt_1,False,N/A,2,0
531abb1f-9a47-4105-997e-1ff6475f27ec,level_0,attempt_2,True,63.92117,0,1
531abb1f-9a47-4105-997e-1ff6475f27ec,level_0,attempt_3,False,N/A,3,2
531abb1f-9a47-4105-997e-1ff6475f27ec,level_0,attempt_4,False,N/A,1,3
56ae5e56-4a19-4969-90a6-ce03092eef52,level_0,attempt_1,False,N/A,2,0
5a5d4aaf-adcf-49de-b834-5ddf89dcfb5e,level_0,attempt_1,False,N/A,1,0
5a5d4aaf-adcf-49de-b834-5ddf89dcfb5e,level_0,attempt_2,False,N/A,1,1
5a5d4aaf-adcf-49de-b834-5ddf89dcfb5e,level_0,attempt_3,True,31.87494,0,2
6165d65d-d3ff-4790-935b-7060902f46f1,level_0,attempt_1,False,N/A,3,0
6a8d621e-7bd6-47e5-93e5-8489330daeed,level_0,attempt_1,False,N/A,0,0
6a8d621e-7bd6-47e5-93e5-8489330daeed,level_0,attempt_2,False,N/A,0,1
6a8d621e-7bd6-47e5-93e5-8489330daeed,level_0,attempt_3,False,N/A,1,2
6a8d621e-7bd6-47e5-93e5-8489330daeed,level_0,attempt_4,True,84.66708,2,3
6df57efa-47cd-4037-b511-96a5a5e9cb37,level_0,attempt_1,False,N/A,1,0
76054c73-2e71-4f10-afe6-4086bf5ce2b9,level_0,attempt_1,False,N/A,0,0
79729acc-c119-43b3-833d-ba406b9d20ef,level_0,attempt_1,True,244.8032,2,0
7c6ecf02-53bb-4f5d-b69a-32a96e85f926,level_0,attempt_1,True,49.28136,0,0
7c6ecf02-53bb-4f5d-b69a-32a96e85f926,level_0,attempt_2,False,N/A,2,1
7c6ecf02-53bb-4f5d-b69a-32a96e85f926,level_0,attempt_3,False,N/A,1,2
7c6ecf02-53bb-4f5d-b69a-32a96e85f926,level_0,attempt_4,False,N/A,1,3
7c6ecf02-53bb-4f5d-b69a-32a96e85f926,level_0,attempt_5,True,73.1961,0,4
7c6ecf02-53bb-4f5d-b69a-32a96e85f926,level_0,attempt_6,False,N/A,0,5
7c6ecf02-53bb-4f5d-b69a-32a96e85f926,level_0,attempt_7,False,N/A,0,6
82cac3df-c340-4d15-802a-40ab6a105037,level_0,attempt_1,False,N/A,3,0
8e390ebb-9135-4e0b-8ed7-bf22428ed2cf,level_0,attempt_1,False,N/A,0,0
8e390ebb-9135-4e0b-8ed7-bf22428ed2cf,level_0,attempt_2,True,91.92083,0,1
94ca2958-0f4e-4e01-9f1f-ea459fa25270,level_0,attempt_1,True,64.87352,0,0
9cc70a20-4a0c-496d-9c04-5bf12e54a163,level_0,attempt_1,True,108.8605,1,0
a4768910-917d-4191-8fb7-6ec0d17f7138,level_0,attempt_1,False,N/A,0,0
a65f5dbb-3674-4925-9bec-8c41f45dba68,level_0,attempt_1,False,N/A,0,0
